image_path,subject_id,gender,hand,finger,finger_index,category,alteration
data/raw/SOCOFing/Altered/Altered-Hard/227__M_Right_ring_finger_Zcut.BMP,227,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/227__M_Right_thumb_finger_CR.BMP,227,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/227__M_Right_thumb_finger_Obl.BMP,227,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/227__M_Right_thumb_finger_Zcut.BMP,227,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_index_finger_CR.BMP,228,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_index_finger_Obl.BMP,228,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_index_finger_Zcut.BMP,228,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_little_finger_CR.BMP,228,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_little_finger_Obl.BMP,228,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_little_finger_Zcut.BMP,228,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_middle_finger_CR.BMP,228,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_middle_finger_Obl.BMP,228,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_middle_finger_Zcut.BMP,228,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_ring_finger_Obl.BMP,228,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Left_thumb_finger_Obl.BMP,228,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_index_finger_CR.BMP,228,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_index_finger_Obl.BMP,228,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_index_finger_Zcut.BMP,228,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_little_finger_CR.BMP,228,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_little_finger_Obl.BMP,228,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_little_finger_Zcut.BMP,228,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_middle_finger_CR.BMP,228,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_middle_finger_Obl.BMP,228,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_middle_finger_Zcut.BMP,228,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_ring_finger_CR.BMP,228,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_ring_finger_Obl.BMP,228,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_ring_finger_Zcut.BMP,228,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_thumb_finger_Obl.BMP,228,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/228__M_Right_thumb_finger_Zcut.BMP,228,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_index_finger_Obl.BMP,229,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_little_finger_CR.BMP,229,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_little_finger_Obl.BMP,229,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_little_finger_Zcut.BMP,229,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_middle_finger_CR.BMP,229,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_middle_finger_Obl.BMP,229,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_middle_finger_Zcut.BMP,229,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_ring_finger_CR.BMP,229,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_ring_finger_Obl.BMP,229,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_ring_finger_Zcut.BMP,229,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_thumb_finger_CR.BMP,229,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Left_thumb_finger_Obl.BMP,229,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_index_finger_Obl.BMP,229,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_little_finger_CR.BMP,229,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_little_finger_Obl.BMP,229,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_middle_finger_CR.BMP,229,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_middle_finger_Obl.BMP,229,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_middle_finger_Zcut.BMP,229,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_ring_finger_CR.BMP,229,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_ring_finger_Obl.BMP,229,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_ring_finger_Zcut.BMP,229,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_thumb_finger_Obl.BMP,229,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/229__M_Right_thumb_finger_Zcut.BMP,229,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_index_finger_CR.BMP,22,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_index_finger_Obl.BMP,22,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_little_finger_CR.BMP,22,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_little_finger_Obl.BMP,22,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_middle_finger_CR.BMP,22,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_middle_finger_Obl.BMP,22,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_middle_finger_Zcut.BMP,22,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_ring_finger_CR.BMP,22,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_ring_finger_Obl.BMP,22,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_thumb_finger_CR.BMP,22,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_thumb_finger_Obl.BMP,22,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Left_thumb_finger_Zcut.BMP,22,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_index_finger_CR.BMP,22,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_index_finger_Obl.BMP,22,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_index_finger_Zcut.BMP,22,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_little_finger_CR.BMP,22,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_little_finger_Obl.BMP,22,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_middle_finger_CR.BMP,22,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_middle_finger_Obl.BMP,22,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_middle_finger_Zcut.BMP,22,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_ring_finger_Obl.BMP,22,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_thumb_finger_CR.BMP,22,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_thumb_finger_Obl.BMP,22,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/22__M_Right_thumb_finger_Zcut.BMP,22,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_index_finger_CR.BMP,230,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_index_finger_Obl.BMP,230,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_index_finger_Zcut.BMP,230,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_little_finger_Obl.BMP,230,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_middle_finger_Obl.BMP,230,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_middle_finger_Zcut.BMP,230,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_ring_finger_Obl.BMP,230,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_thumb_finger_CR.BMP,230,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_thumb_finger_Obl.BMP,230,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Left_thumb_finger_Zcut.BMP,230,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_index_finger_CR.BMP,230,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_index_finger_Obl.BMP,230,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_index_finger_Zcut.BMP,230,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_little_finger_CR.BMP,230,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_little_finger_Obl.BMP,230,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_little_finger_Zcut.BMP,230,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_middle_finger_Obl.BMP,230,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_ring_finger_CR.BMP,230,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_ring_finger_Obl.BMP,230,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_ring_finger_Zcut.BMP,230,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_thumb_finger_CR.BMP,230,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_thumb_finger_Obl.BMP,230,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/230__M_Right_thumb_finger_Zcut.BMP,230,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_index_finger_CR.BMP,231,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_index_finger_Obl.BMP,231,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_index_finger_Zcut.BMP,231,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_little_finger_CR.BMP,231,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_little_finger_Obl.BMP,231,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_little_finger_Zcut.BMP,231,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_middle_finger_CR.BMP,231,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_middle_finger_Obl.BMP,231,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_middle_finger_Zcut.BMP,231,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_ring_finger_CR.BMP,231,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_ring_finger_Obl.BMP,231,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_thumb_finger_CR.BMP,231,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Left_thumb_finger_Obl.BMP,231,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_index_finger_CR.BMP,231,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_index_finger_Obl.BMP,231,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_index_finger_Zcut.BMP,231,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_little_finger_CR.BMP,231,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_little_finger_Obl.BMP,231,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_little_finger_Zcut.BMP,231,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_middle_finger_CR.BMP,231,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_middle_finger_Obl.BMP,231,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_middle_finger_Zcut.BMP,231,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_ring_finger_CR.BMP,231,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_ring_finger_Obl.BMP,231,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_ring_finger_Zcut.BMP,231,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_thumb_finger_CR.BMP,231,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_thumb_finger_Obl.BMP,231,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/231__M_Right_thumb_finger_Zcut.BMP,231,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_index_finger_CR.BMP,232,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_index_finger_Obl.BMP,232,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_little_finger_CR.BMP,232,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_little_finger_Obl.BMP,232,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_little_finger_Zcut.BMP,232,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_middle_finger_CR.BMP,232,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_middle_finger_Obl.BMP,232,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_middle_finger_Zcut.BMP,232,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_ring_finger_CR.BMP,232,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_ring_finger_Obl.BMP,232,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_ring_finger_Zcut.BMP,232,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_thumb_finger_CR.BMP,232,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Left_thumb_finger_Obl.BMP,232,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_index_finger_CR.BMP,232,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_index_finger_Obl.BMP,232,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_index_finger_Zcut.BMP,232,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_little_finger_CR.BMP,232,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_little_finger_Obl.BMP,232,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_middle_finger_CR.BMP,232,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_middle_finger_Obl.BMP,232,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_middle_finger_Zcut.BMP,232,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_ring_finger_CR.BMP,232,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_ring_finger_Obl.BMP,232,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_ring_finger_Zcut.BMP,232,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_thumb_finger_CR.BMP,232,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/232__M_Right_thumb_finger_Obl.BMP,232,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_index_finger_CR.BMP,233,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_index_finger_Obl.BMP,233,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_index_finger_Zcut.BMP,233,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_little_finger_CR.BMP,233,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_little_finger_Obl.BMP,233,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_middle_finger_CR.BMP,233,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_middle_finger_Obl.BMP,233,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_middle_finger_Zcut.BMP,233,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_ring_finger_CR.BMP,233,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_ring_finger_Obl.BMP,233,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_thumb_finger_CR.BMP,233,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_thumb_finger_Obl.BMP,233,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Left_thumb_finger_Zcut.BMP,233,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_index_finger_CR.BMP,233,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_index_finger_Obl.BMP,233,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_index_finger_Zcut.BMP,233,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_little_finger_CR.BMP,233,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_little_finger_Obl.BMP,233,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_little_finger_Zcut.BMP,233,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_middle_finger_Obl.BMP,233,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_ring_finger_Obl.BMP,233,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_thumb_finger_CR.BMP,233,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_thumb_finger_Obl.BMP,233,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/233__M_Right_thumb_finger_Zcut.BMP,233,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_index_finger_CR.BMP,234,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_index_finger_Obl.BMP,234,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_index_finger_Zcut.BMP,234,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_little_finger_CR.BMP,234,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_little_finger_Obl.BMP,234,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_little_finger_Zcut.BMP,234,Male,Left,little,Left_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_middle_finger_CR.BMP,234,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_middle_finger_Obl.BMP,234,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_middle_finger_Zcut.BMP,234,Male,Left,middle,Left_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_ring_finger_CR.BMP,234,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_ring_finger_Obl.BMP,234,Male,Left,ring,Left_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_thumb_finger_CR.BMP,234,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_thumb_finger_Obl.BMP,234,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Left_thumb_finger_Zcut.BMP,234,Male,Left,thumb,Left_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_index_finger_Obl.BMP,234,Male,Right,index,Right_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_little_finger_CR.BMP,234,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_little_finger_Obl.BMP,234,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_little_finger_Zcut.BMP,234,Male,Right,little,Right_little,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_middle_finger_Obl.BMP,234,Male,Right,middle,Right_middle,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_ring_finger_CR.BMP,234,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_ring_finger_Obl.BMP,234,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_ring_finger_Zcut.BMP,234,Male,Right,ring,Right_ring,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_thumb_finger_CR.BMP,234,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/234__M_Right_thumb_finger_Obl.BMP,234,Male,Right,thumb,Right_thumb,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/235__M_Left_index_finger_CR.BMP,235,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/235__M_Left_index_finger_Obl.BMP,235,Male,Left,index,Left_index,Altered,hard
data/raw/SOCOFing/Altered/Altered-Hard/235__M_Left_little_finger_CR.BMP,235,Male,Left,little,Left_little,Altered,hard
